Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"Tor-RD52026-1849-11","East Dr","East Dr from Scarlett Rd to Brendwin Rd","YORK","43.676830","-79.505970","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1778769531000","1780138803000","1778238000000","1793577600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Ferpal Construction LTD","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: CIPP Watermain Rehabilitation of Firmette Crescent, Cynthia Rd. and Brendwin Rd.","No","Scarlett Rd","Brendwin Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.505970,43.676830],[-79.503750,43.677330],[-79.503750,43.677330],[-79.503460,43.677400]","Low","Low"
"Tor-RD52026-1849-12","Brendwin Rd","Brendwin Rd at East Dr to 8 m North of East Dr","YORK","43.677400","-79.503460","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1778769531000","1780138803000","1778238000000","1793577600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Ferpal Construction LTD","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: CIPP Watermain Rehabilitation of Firmette Crescent, Cynthia Rd. and Brendwin Rd.","No","East Dr","East Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.503460,43.677400],[-79.503450,43.677420],[-79.503450,43.677430],[-79.503460,43.677450],[-79.503460,43.677460],[-79.503470,43.677470]","Low","Low"
"Tor-RD52026-759-6","Oriole Pkwy","Oriole Pkwy 3 m South of Eglinton Ave W to 14 m North of Chaplin Cres","TORONTO","43.705060","-79.406090","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1776091252000","1780138803000","1776078000000","1782860400000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: COT Contract: 25ECS-LU-06SU - Watermain Installation and Surface Restoration. 

Completing remaining restoration and road work.

Residents access through the street will be maintained at all times.

PDOs on site when required working in lit intersections.","No","Eglinton Ave W","Chaplin Cres","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.406090,43.705060],[-79.405390,43.703240],[-79.405390,43.703240],[-79.405050,43.702330],[-79.405050,43.702330],[-79.404810,43.701830],[-79.404810,43.701830],[-79.404060,43.700000],[-79.404060,43.700000],[-79.403460,43.698450],[-79.403460,43.698450],[-79.403290,43.698000]","Low","Low"
"Tor-RD52026-98","Appleby Rd","Appleby Rd 34 m North of Burnhamthorpe Rd to 4 m Southwest of Lorraine Gdns","ETOBICOKE","43.649470","-79.547500","Local Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1771621137000","1780138803000","1774436400000","1790375400000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","Trisan Construction","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: It is a Basement Flooding Protection Program. Contractor will be performing Storm / Sanitary Sewer Construction & Road Reconstruction.","No","Burnhamthorpe Rd","Lorraine Gdns","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-18:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.547500,43.649470],[-79.547910,43.650400],[-79.548520,43.651840],[-79.548620,43.652080],[-79.548640,43.652170],[-79.548630,43.652220],[-79.548620,43.652270],[-79.548580,43.652310]","Low","Low"
"Tor-RD52026-99-2","Lorraine Gdns","Lorraine Gdns 8 m East of Martin Grove Rd to 5 m Northwest of Appleby Rd","ETOBICOKE","43.652900","-79.550680","Local Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1771621141000","1780138803000","1774436400000","1790375400000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","Trisan Construction","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: It is a Basement Flooding Protection Program. Contractor will be performing Storm / Sanitary Sewer Construction & Road Reconstruction.","No","Martin Grove Rd","Appleby Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-18:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.550680,43.652900],[-79.550260,43.652990],[-79.550160,43.653010],[-79.550070,43.653010],[-79.550010,43.653010],[-79.549950,43.653010],[-79.549840,43.653010],[-79.549840,43.653010],[-79.549740,43.652990],[-79.549660,43.652970],[-79.549540,43.652930],[-79.549440,43.652900],[-79.549320,43.652830],[-79.549170,43.652730],[-79.549010,43.652620],[-79.548800,43.652470],[-79.548690,43.652400],[-79.548600,43.652360]","Low","Low"
"Tor-RD1H2026-739-11","Westhead Rd","Westhead Rd 14 m Northwest of Dunning Cres to 9 m South of Dunning Cres","ETOBICOKE","43.603380","-79.554640","Local Road","1","0","Toronto Hydro","1777058862000","1780138803000","1777287600000","1787864400000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Dunning Cres","Dunning Cres","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.554640,43.603380],[-79.554570,43.603260],[-79.554570,43.603260],[-79.554530,43.603180]","Low","Low"
"Tor-RD1H2026-933-15","Savona Dr","Savona Dr 52 m Southwest of Ecker Dr to 25 m North of Ecker Dr","ETOBICOKE","43.606150","-79.553600","Local Road","1","0","Toronto Hydro","1780000129000","1780138803000","1779966000000","1788210000000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Overhead voltage conversion
**The application submitted is just for phase A only, we will be submitting separate applications for the other phases.
let me know if you require any additional information.** no work will be conducted on Brow's line until we get approval from Nader","No","Ecker Dr","Ecker Dr","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.553600,43.606150],[-79.553390,43.606190],[-79.553300,43.606210],[-79.553240,43.606250],[-79.553230,43.606310],[-79.553250,43.606380],[-79.553260,43.606400],[-79.553320,43.606560],[-79.553320,43.606560],[-79.553410,43.606780]","Low","Low"
"Tor-RD52026-2171-1","Steeprock Dr","Steeprock Dr at Chesswood Dr to 5 m West of Dufferin St","NORTH YORK","43.757230","-79.475020","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779457466000","1780138803000","1779706800000","1793577600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Ferpal Construction LTD","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: CIPP Watermain Rehabilitation","No","Chesswood Dr","Dufferin St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.475020,43.757230],[-79.473800,43.757850],[-79.472910,43.758280],[-79.472870,43.758310],[-79.472800,43.758340],[-79.472750,43.758350],[-79.472690,43.758370],[-79.472650,43.758390],[-79.472580,43.758410],[-79.472360,43.758470],[-79.472360,43.758470],[-79.471130,43.758730],[-79.470510,43.758870],[-79.470310,43.758910],[-79.470190,43.758960],[-79.470060,43.759010],[-79.469900,43.759090],[-79.467640,43.760180],[-79.467340,43.760320],[-79.467340,43.760320],[-79.467100,43.760440],[-79.466640,43.760660],[-79.466600,43.760680],[-79.466540,43.760700],[-79.466480,43.760720],[-79.465270,43.761030]","Low","Low"
"Tor-RD52026-2171-2","Steeprock Dr","Steeprock Dr 5 m West of Dufferin St to Whitehorse Rd","NORTH YORK","43.761030","-79.465270","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779457466000","1780138803000","1779706800000","1793577600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Ferpal Construction LTD","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: CIPP Watermain Rehabilitation","No","Dufferin St","Whitehorse Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.465270,43.761030],[-79.466480,43.760720],[-79.466540,43.760700],[-79.466600,43.760680],[-79.466640,43.760660],[-79.467100,43.760440],[-79.467340,43.760320],[-79.467340,43.760320],[-79.467640,43.760180],[-79.469900,43.759090],[-79.470060,43.759010],[-79.470190,43.758960],[-79.470310,43.758910],[-79.470510,43.758870],[-79.471130,43.758730],[-79.472360,43.758470]","Low","Low"
"Tor-RD52026-2171-3","Whitehorse Rd","Whitehorse Rd at Steeprock Dr to 6 m South of Steeprock Dr","NORTH YORK","43.758470","-79.472360","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779457466000","1780138803000","1779706800000","1793577600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Ferpal Construction LTD","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: CIPP Watermain Rehabilitation","No","Steeprock Dr","Steeprock Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.472360,43.758470],[-79.472330,43.758410]","Low","Low"
"Tor-RD52026-2171-4","Whitehorse Rd","Whitehorse Rd 6 m South of Steeprock Dr to 3 m Southeast of Rimrock Rd","NORTH YORK","43.758410","-79.472330","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779457466000","1780138803000","1779706800000","1793577600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Ferpal Construction LTD","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: CIPP Watermain Rehabilitation","No","Steeprock Dr","Rimrock Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.472330,43.758410],[-79.471720,43.757020],[-79.471290,43.756340],[-79.471290,43.756340],[-79.471280,43.756310]","Low","Low"
"Tor-RD52026-663-12","Greenwood Ave","Greenwood Ave 6 m North of Milverton Blvd to 9 m South of Sammon Ave","EAST YORK and TORONTO","43.684760","-79.333780","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1774369871000","1780138803000","1774868400000","1785538800000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Complete remaining restoration work. Including road recon and paving.","No","Milverton Blvd","Sammon Ave","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.333780,43.684760],[-79.333900,43.685080],[-79.333900,43.685080],[-79.334060,43.685460],[-79.334060,43.685460],[-79.334410,43.686270],[-79.334410,43.686270],[-79.334640,43.686810]","Low","Low"
"Tor-RD52026-663-13","Greenwood Ave","Greenwood Ave 7 m South of Milverton Blvd to 8 m North of Strathmore Blvd","TORONTO","43.684650","-79.333730","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1774369871000","1780138803000","1774868400000","1785538800000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Complete remaining restoration work. Including road recon and paving.","No","Milverton Blvd","Strathmore Blvd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.333730,43.684650],[-79.333410,43.683930],[-79.333410,43.683930],[-79.332740,43.682340]","Low","Low"
"Tor-RD52026-663-10","Greenwood Ave","Greenwood Ave 8 m South of Glebeholme Blvd to 8 m North of Strathmore Blvd","TORONTO","43.683860","-79.333380","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1774369871000","1780138803000","1774868400000","1785538800000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Complete remaining restoration work. Including road recon and paving.","No","Glebeholme Blvd","Strathmore Blvd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.333380,43.683860],[-79.332740,43.682350]","Low","Low"
"Tor-RD52026-663-11","Greenwood Ave","Greenwood Ave 12 m South of Mortimer Ave to 6 m North of Sammon Ave","EAST YORK","43.688560","-79.335460","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1774369871000","1780138803000","1774868400000","1785538800000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Complete remaining restoration work. Including road recon and paving.","No","Mortimer Ave","Sammon Ave","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.335460,43.688560],[-79.334690,43.686940]","Low","Low"
"Tor-RD052025-1044-11","Sorauren Ave","Sorauren Ave 4 m North of Geoffrey St to 2 m North of Grenadier Rd","TORONTO","43.649120","-79.444560","Local Road","1","0","Transportation Services","1757590052000","1780138803000","1776078000000","1783717200000","Daily","0","","","Transportation Services","Nelli Construction","Transportation Services","Toronto-TMC: watermain replacement from queen st w to dundas st w, we will only occupy south bound lane of one block at a time but road closed local traffic only to minimize through passing vehicles. TCP will be present along with PDOs when required. 

Watermain installation from Sept 2025-Dec 2025, Permanent restoration to take place from april 2026-june 2026.","No","Geoffrey St","Grenadier Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.444560,43.649120],[-79.444890,43.649970],[-79.444890,43.649970],[-79.444890,43.649990]","Low","Low"
"Tor-RD052025-1044-10","Sorauren Ave","Sorauren Ave 14 m North of Fermanagh Ave to 21 m North of Geoffrey St","TORONTO","43.647460","-79.443920","Local Road","1","0","Transportation Services","1757590052000","1780138803000","1776078000000","1783717200000","Daily","0","","","Transportation Services","Nelli Construction","Transportation Services","Toronto-TMC: watermain replacement from queen st w to dundas st w, we will only occupy south bound lane of one block at a time but road closed local traffic only to minimize through passing vehicles. TCP will be present along with PDOs when required. 

Watermain installation from Sept 2025-Dec 2025, Permanent restoration to take place from april 2026-june 2026.","No","Fermanagh Ave","Geoffrey St","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.443920,43.647460],[-79.443990,43.647660],[-79.443990,43.647660],[-79.444220,43.648230],[-79.444220,43.648230],[-79.444360,43.648560],[-79.444360,43.648560],[-79.444520,43.649030],[-79.444520,43.649030],[-79.444540,43.649080],[-79.444540,43.649080],[-79.444610,43.649260]","Low","Low"
